8.799999999999998795e-03, -1.965000000000000427e-02, -5.322500000000000842e-02, 4.647500000000000242e-02, 6.827500000000000235e-02, 3.449999999999999942e-03, -1.006750000000000284e-01, 1.792499999999999649e-02, 2.699999999999997541e-03, -8.107499999999996654e-02
2.980000000000000010e-02, -6.225000000000003100e-03, -2.587499999999999870e-02, 9.349999999999998937e-03, 3.617500000000001270e-02, -1.382500000000000569e-02, -6.822500000000002174e-02, 6.774999999999995436e-03, -2.032500000000000279e-02, -1.172499999999999931e-02
1.122500000000000060e-02, -7.774999999999998926e-03, -5.519999999999999907e-02, 4.222499999999998477e-02, 2.687499999999999611e-02, 4.349999999999999700e-03, -3.972500000000000336e-02, -7.999999999999998432e-03, -4.724999999999999166e-03, -5.749999999999998862e-02
1.125000000000000132e-03, 8.774999999999999814e-03, -6.524999999999998683e-03, 5.700000000000000205e-03, -1.874999999999999931e-03, 5.300000000000000024e-03, -1.440000000000000134e-02, 5.524999999999998662e-03, 4.874999999999999126e-03, -1.917500000000000107e-02
-2.949999999999999931e-03, -3.400000000000000244e-03, -1.947500000000000273e-02, 1.870000000000000134e-02, 1.319999999999999993e-02, 1.227500000000000119e-02, -1.492500000000000077e-02, -3.600000000000000335e-03, -7.250000000000001235e-03, -1.449999999999999553e-02
4.000000000000000192e-04, 1.225000000000000177e-03, -7.750000000000004064e-04, 1.700000000000000122e-03, 6.000000000000002727e-04, -1.700000000000000122e-03, 5.250000000000002928e-04, -3.099999999999999891e-03, -1.749999999999997814e-04, -6.349999999999999742e-03
1.250000000000000026e-04, 1.250000000000000026e-04, 1.625000000000000142e-03, -6.250000000000000130e-04, -3.750000000000000078e-04, -1.250000000000000026e-04, -6.250000000000000130e-04, 0.000000000000000000e+00, 1.250000000000000026e-04, -8.749999999999999098e-04
-1.850000000000000082e-03, 6.750000000000004694e-04, -8.100000000000001296e-03, 4.875000000000000860e-03, 1.632499999999999230e-02, 4.599999999999999922e-03, -1.454999999999999870e-02, -3.499999999999999639e-03, -5.500000000000000548e-03, -6.674999999999999510e-03
6.574999999999998380e-03, 6.799999999999997886e-03, -5.250000000000000326e-03, 1.899999999999999996e-03, 8.500000000000001695e-04, -4.449999999999999095e-03, -6.250000000000000347e-03, -4.749999999999999990e-04, -5.550000000000000246e-03, -1.299999999999999940e-03
2.975000000000000214e-03, 1.225000000000000611e-03, -2.729999999999999094e-02, 1.977500000000000091e-02, 1.467500000000000054e-02, 3.375000000000000396e-03, -4.752500000000000474e-02, 4.375000000000000416e-03, 7.849999999999997605e-03, -3.354999999999998955e-02
1.500000000000000248e-03, 1.499999999999999869e-04, -1.850000000000000082e-03, 2.500000000000000052e-04, 3.250000000000000284e-03, -5.000000000000000104e-04, -2.049999999999999739e-03, -6.500000000000001870e-04, -9.499999999999998897e-04, -1.600000000000000077e-03
5.824999999999999449e-03, -3.400000000000000244e-03, -3.024999999999999911e-03, 1.575000000000000011e-03, 7.099999999999996071e-03, -1.449999999999999683e-03, -1.122499999999999887e-02, 7.299999999999997463e-03, -2.599999999999999881e-03, -3.625000000000000618e-03
2.739999999999999380e-02, -1.199999999999999895e-03, -1.477499999999999820e-02, -1.949999999999999694e-03, 5.024999999999998218e-03, 3.350000000000000113e-03, -4.087500000000000161e-02, 1.602499999999999758e-02, -7.250000000000002102e-03, -3.114999999999999714e-02
5.324999999999997270e-03, 1.875000000000001665e-03, -1.307500000000000155e-02, 1.310000000000000053e-02, 1.455000000000000043e-02, 1.369999999999999864e-02, -2.455000000000000238e-02, 7.800000000000001377e-03, -4.000000000000022960e-04, -3.437499999999998890e-02
6.220000000000001222e-02, -3.224999999999998267e-03, -1.073249999999999760e-01, 6.630000000000002558e-02, 7.195000000000002782e-02, 1.682499999999999968e-02, -1.213999999999999940e-01, -6.525000000000003020e-03, -1.505000000000000608e-02, -1.297500000000000042e-01
